jurisdiction,formNumber,formName,formNameLooksMisextracted,remediationLane,remediationLaneName,activeTrackStatus,affectedTrackIds,trackBindingStatus,candidateRegistryFormId,candidateRegistryTrackIds,routeKinds,rendererKind,packetCapable,participantTreatment,sellable,publicPacketRoute,checkoutSuppressed,paymentSuppressed,packetCreditConsumed,officialSourceUrl,sourcePublisher,sourceRetrievalDate,sourceRevision,sourceSha256,sourceBinaryPresentInClone,sourceBinaryPathInClone,currentnessStatus,missingBinary,structuralClass,interactiveFieldCount,anyFinalizedArtifact,activeContentVerdict,contactSheetShowsAFill,defectCategories,severity,releaseRisk,owner,independentReviewStatus,disposition,dispositionMeaning,acquisitionPriority,acquisitionRule,rootCauseIds,systemicRootCauseIds,familySpecificRootCauseIds,packetCapableTreatment,servedByGuidanceOrDeferral,certifiableArtifacts,labelsAwaitingAPlacementDecision,exactBlocker,exactNextAction,releaseStatus
NC,AOC-CR-287,AOC-CR-287 Petition and Order of Expunction,false,B,official_source_acquisition_required,active_track,nc_146_dismissal_petition,bound_to_tracks_by_the_committed_relationships,,,exact_supported_deferral,flat_overlay,false,exact_supported_deferral,false,false,true,true,false,https://www.nccourts.gov/documents/forms/petition-and-order-of-expunction-under-gs-15a-146a-or-gs-15a-146a1-charges-dismissed-instructions-for-petition-and-order-of-expunction-under-gs-15a-146a-or-gs-15a-146a1-charges-dismissed,www.nccourts.gov,2026-08-02,REV-2020-12,9405bb36e6e879a094ecaa3bcbcd1a1fd1d918d40ecd3dfff22c5ce5043b696a,false,,candidate_current_source,false,flat_pdf,0,false,unprovable: object streams hide objects from the residue scan,false,contact_sheet_shows_no_fill currentness_unverified flat_overlay_geometry_or_readback held_on_source_or_design never_independently_approved rendered_artifact_not_byte_inspectable stale_contact_sheet_manifest_or_review_evidence unfinalized_rendered_artifact,high,contained_by_terminal_treatment,Roger (official source acquisition),never_independently_reviewed,certification_unproven,Artifacts exist but cannot be certified: their active-content cleanliness or finalization cannot be established from the committed bytes.,2,,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-CURRENTNESS-UNVERIFIED RC-T-FACTORY-PROVENANCE RC-T-FLAT-GEOMETRY RC-T-OBJECT-STREAMS RC-T-VALUES-ABSENT RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF RC-V-SHEET-PANELS-IDENTICAL,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-CURRENTNESS-UNVERIFIED RC-T-FACTORY-PROVENANCE RC-T-OBJECT-STREAMS RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF RC-V-SHEET-PANELS-IDENTICAL,RC-T-FLAT-GEOMETRY RC-T-VALUES-ABSENT,false,true,false,0,"Correcting this asset requires re-rendering it through the current official-form factory, and the verified source binary (SHA-256 9405bb36e6e879a094ecaa3bcbcd1a1fd1d918d40ecd3dfff22c5ce5043b696a) is not present in this clone. The factory renders from the binary; there is nothing to render from.","Retrieve the current official NC AOC-CR-287 binary from its issuing body, record its URL, retrieval timestamp, publisher, edition date, byte length and SHA-256, and place it at the path its source record pins. Nothing downstream can proceed without those bytes.",HELD
NC,AOC-CR-287,AOC-CR-287 Petition and Order of Expunction,false,B,official_source_acquisition_required,active_track,nc_146_dismissal_petition,bound_to_tracks_by_the_committed_relationships,,,exact_supported_deferral,acroform_fill,false,exact_supported_deferral,false,false,true,true,false,,,2026-08-02,REV-2025-12,a876229328f9ee8325890b597633b661711fe606da1be8ddb573cd50791365ed,false,,candidate_current_source,false,acroform,119,false,unprovable: object streams hide objects from the residue scan,false,clipped_overlapping_or_misplaced contact_sheet_shows_no_fill currentness_unverified held_on_source_or_design never_independently_approved rendered_artifact_not_byte_inspectable stale_contact_sheet_manifest_or_review_evidence unfinalized_rendered_artifact,high,contained_by_terminal_treatment,Roger (official source acquisition),never_independently_reviewed,certification_unproven,Artifacts exist but cannot be certified: their active-content cleanliness or finalization cannot be established from the committed bytes.,2,,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-CURRENTNESS-UNVERIFIED RC-T-FACTORY-PROVENANCE RC-T-OBJECT-STREAMS RC-T-UNFLATTENED-FIELDS RC-T-VALUES-IN-APPEARANCES RC-V-CLIPPING RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF RC-V-SHEET-PANELS-IDENTICAL,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-CURRENTNESS-UNVERIFIED RC-T-FACTORY-PROVENANCE RC-T-OBJECT-STREAMS RC-T-UNFLATTENED-FIELDS RC-T-VALUES-IN-APPEARANCES RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF RC-V-SHEET-PANELS-IDENTICAL,RC-V-CLIPPING,false,true,false,0,"Correcting this asset requires re-rendering it through the current official-form factory, and the verified source binary (SHA-256 a876229328f9ee8325890b597633b661711fe606da1be8ddb573cd50791365ed) is not present in this clone. The factory renders from the binary; there is nothing to render from.","Retrieve the current official NC AOC-CR-287 binary from its issuing body, record its URL, retrieval timestamp, publisher, edition date, byte length and SHA-256, and place it at the path its source record pins. Nothing downstream can proceed without those bytes.",HELD
NC,AOC-CR-287,AOC-CR-287 Instructions,false,B,official_source_acquisition_required,active_track,nc_146_dismissal_petition,bound_to_tracks_by_the_committed_relationships,,,exact_supported_deferral,flat_overlay,false,exact_supported_deferral,false,false,true,true,false,,,2026-08-02,REV-2025-12,fe22270401aa22ee5c801871aeb1c00f3b98cfb6867f7155681bab4af9c990d7,false,,candidate_current_source,false,flat_pdf,0,false,no rendered artifact to judge,,currentness_unverified flat_overlay_geometry_or_readback held_on_source_or_design never_independently_approved stale_contact_sheet_manifest_or_review_evidence,medium,contained_by_terminal_treatment,Roger (official source acquisition),never_independently_reviewed,official_source_required,"The verified source binary is unavailable, so nothing downstream can be attempted.",2,,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-CURRENTNESS-UNVERIFIED RC-T-FLAT-GEOMETRY RC-V-NO-SHEET-PRODUCED,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-CURRENTNESS-UNVERIFIED RC-V-NO-SHEET-PRODUCED,RC-T-FLAT-GEOMETRY,false,true,false,0,"Correcting this asset requires re-rendering it through the current official-form factory, and the verified source binary (SHA-256 fe22270401aa22ee5c801871aeb1c00f3b98cfb6867f7155681bab4af9c990d7) is not present in this clone. The factory renders from the binary; there is nothing to render from.","Retrieve the current official NC AOC-CR-287 binary from its issuing body, record its URL, retrieval timestamp, publisher, edition date, byte length and SHA-256, and place it at the path its source record pins. Nothing downstream can proceed without those bytes.",HELD
NC,AOC-CR-288,AOC-CR-288 Instructions,false,B,official_source_acquisition_required,active_track,nc_146_acquittal_petition,bound_to_tracks_by_the_committed_relationships,,,guidance_only,flat_overlay,false,,false,false,true,true,false,,,2026-08-02,REV-2025-03,19f5aa4b45457a811c5b38ededee861af36d1088a3ef7380f00f5d1b277a0ade,false,,candidate_current_source,false,flat_pdf,0,false,no rendered artifact to judge,,currentness_unverified flat_overlay_geometry_or_readback held_on_source_or_design never_independently_approved stale_contact_sheet_manifest_or_review_evidence,medium,contained_by_terminal_treatment,Roger (official source acquisition),never_independently_reviewed,official_source_required,"The verified source binary is unavailable, so nothing downstream can be attempted.",2,,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-CURRENTNESS-UNVERIFIED RC-T-FLAT-GEOMETRY RC-V-NO-SHEET-PRODUCED,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-CURRENTNESS-UNVERIFIED RC-V-NO-SHEET-PRODUCED,RC-T-FLAT-GEOMETRY,false,true,false,0,"Correcting this asset requires re-rendering it through the current official-form factory, and the verified source binary (SHA-256 19f5aa4b45457a811c5b38ededee861af36d1088a3ef7380f00f5d1b277a0ade) is not present in this clone. The factory renders from the binary; there is nothing to render from.","Retrieve the current official NC AOC-CR-288 binary from its issuing body, record its URL, retrieval timestamp, publisher, edition date, byte length and SHA-256, and place it at the path its source record pins. Nothing downstream can proceed without those bytes.",HELD
NC,AOC-CR-288,AOC-CR-288 Instructions,false,B,official_source_acquisition_required,active_track,nc_146_acquittal_petition,bound_to_tracks_by_the_committed_relationships,,,guidance_only,flat_overlay,false,,false,false,true,true,false,https://www.nccourts.gov/documents/forms/petition-and-order-of-expunction-under-gs-15a-146a2-not-guilty-or-not-responsible-instructions-for-petition-and-order-of-expunction-under-gs-15a-146a2-not-guilty-or-not-responsible,www.nccourts.gov,2026-08-02,REV-2020-12,2b9aa2c8b10778748bf13b2771341bc2bb1791a110f7dbc9d069bbe90912252a,false,,candidate_current_source,false,flat_pdf,0,false,no rendered artifact to judge,,currentness_unverified flat_overlay_geometry_or_readback held_on_source_or_design never_independently_approved stale_contact_sheet_manifest_or_review_evidence,medium,contained_by_terminal_treatment,Roger (official source acquisition),never_independently_reviewed,official_source_required,"The verified source binary is unavailable, so nothing downstream can be attempted.",2,,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-CURRENTNESS-UNVERIFIED RC-T-FLAT-GEOMETRY RC-V-NO-SHEET-PRODUCED,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-CURRENTNESS-UNVERIFIED RC-V-NO-SHEET-PRODUCED,RC-T-FLAT-GEOMETRY,false,true,false,0,"Correcting this asset requires re-rendering it through the current official-form factory, and the verified source binary (SHA-256 2b9aa2c8b10778748bf13b2771341bc2bb1791a110f7dbc9d069bbe90912252a) is not present in this clone. The factory renders from the binary; there is nothing to render from.","Retrieve the current official NC AOC-CR-288 binary from its issuing body, record its URL, retrieval timestamp, publisher, edition date, byte length and SHA-256, and place it at the path its source record pins. Nothing downstream can proceed without those bytes.",HELD
NC,AOC-CR-288,AOC-CR-288 Petition and Order of Expunction,false,B,official_source_acquisition_required,active_track,nc_146_acquittal_petition,bound_to_tracks_by_the_committed_relationships,,,guidance_only,flat_overlay,false,,false,false,true,true,false,https://www.nccourts.gov/documents/forms/petition-and-order-of-expunction-under-gs-15a-146a2-not-guilty-or-not-responsible-instructions-for-petition-and-order-of-expunction-under-gs-15a-146a2-not-guilty-or-not-responsible,www.nccourts.gov,2026-08-02,REV-2020-12,37f40f194b64bdc0e2a5189f1b4ee98e9a0722f0b91eac2184a5eee840dde027,false,,candidate_current_source,false,flat_pdf,0,false,no rendered artifact to judge,,currentness_unverified flat_overlay_geometry_or_readback held_on_source_or_design multi_widget_ambiguity never_independently_approved stale_contact_sheet_manifest_or_review_evidence,medium,contained_by_terminal_treatment,Roger (official source acquisition),never_independently_reviewed,official_source_required,"The verified source binary is unavailable, so nothing downstream can be attempted.",2,,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-CURRENTNESS-UNVERIFIED RC-T-FLAT-GEOMETRY RC-T-NO-DERIVABLE-WRITE-BOX RC-V-NO-SHEET-PRODUCED,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-CURRENTNESS-UNVERIFIED RC-V-NO-SHEET-PRODUCED,RC-T-FLAT-GEOMETRY RC-T-NO-DERIVABLE-WRITE-BOX,false,true,false,0,"Correcting this asset requires re-rendering it through the current official-form factory, and the verified source binary (SHA-256 37f40f194b64bdc0e2a5189f1b4ee98e9a0722f0b91eac2184a5eee840dde027) is not present in this clone. The factory renders from the binary; there is nothing to render from.","Retrieve the current official NC AOC-CR-288 binary from its issuing body, record its URL, retrieval timestamp, publisher, edition date, byte length and SHA-256, and place it at the path its source record pins. Nothing downstream can proceed without those bytes.",HELD
NC,AOC-CR-288,AOC-CR-288 Petition and Order of Expunction,false,B,official_source_acquisition_required,active_track,nc_146_acquittal_petition,bound_to_tracks_by_the_committed_relationships,,,guidance_only,flat_overlay,false,,false,false,true,true,false,https://www.nccourts.gov/documents/forms/petition-and-order-of-expunction-under-gs-15a-146a2-not-guilty-or-not-responsible-instructions-for-petition-and-order-of-expunction-under-gs-15a-146a2-not-guilty-or-not-responsible,www.nccourts.gov,2026-08-02,REV-2020-12,46cdca90a1891b0df1cbfcc960f0c0f839a3ae717313dd46b6e3b69d68747c64,false,,candidate_current_source,false,flat_pdf,0,false,unprovable: object streams hide objects from the residue scan,false,contact_sheet_shows_no_fill currentness_unverified flat_overlay_geometry_or_readback held_on_source_or_design never_independently_approved rendered_artifact_not_byte_inspectable stale_contact_sheet_manifest_or_review_evidence unfinalized_rendered_artifact,high,contained_by_terminal_treatment,Roger (official source acquisition),never_independently_reviewed,certification_unproven,Artifacts exist but cannot be certified: their active-content cleanliness or finalization cannot be established from the committed bytes.,2,,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-CURRENTNESS-UNVERIFIED RC-T-FACTORY-PROVENANCE RC-T-FLAT-GEOMETRY RC-T-OBJECT-STREAMS RC-T-VALUES-ABSENT RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF RC-V-SHEET-PANELS-IDENTICAL,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-CURRENTNESS-UNVERIFIED RC-T-FACTORY-PROVENANCE RC-T-OBJECT-STREAMS RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF RC-V-SHEET-PANELS-IDENTICAL,RC-T-FLAT-GEOMETRY RC-T-VALUES-ABSENT,false,true,false,0,"Correcting this asset requires re-rendering it through the current official-form factory, and the verified source binary (SHA-256 46cdca90a1891b0df1cbfcc960f0c0f839a3ae717313dd46b6e3b69d68747c64) is not present in this clone. The factory renders from the binary; there is nothing to render from.","Retrieve the current official NC AOC-CR-288 binary from its issuing body, record its URL, retrieval timestamp, publisher, edition date, byte length and SHA-256, and place it at the path its source record pins. Nothing downstream can proceed without those bytes.",HELD
NC,AOC-CR-288,AOC-CR-288 Petition and Order of Expunction,false,B,official_source_acquisition_required,active_track,nc_146_acquittal_petition,bound_to_tracks_by_the_committed_relationships,,,guidance_only,acroform_fill,false,,false,false,true,true,false,,,2026-08-02,REV-2025-03,776210116d1ee07a2a53aab41cd3f0a51e382fd3c6f5a7bba9798fc667246a08,false,,candidate_current_source,false,acroform,128,false,unprovable: object streams hide objects from the residue scan,false,clipped_overlapping_or_misplaced contact_sheet_shows_no_fill currentness_unverified held_on_source_or_design never_independently_approved rendered_artifact_not_byte_inspectable stale_contact_sheet_manifest_or_review_evidence unfinalized_rendered_artifact,high,contained_by_terminal_treatment,Roger (official source acquisition),never_independently_reviewed,certification_unproven,Artifacts exist but cannot be certified: their active-content cleanliness or finalization cannot be established from the committed bytes.,2,,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-CURRENTNESS-UNVERIFIED RC-T-FACTORY-PROVENANCE RC-T-OBJECT-STREAMS RC-T-UNFLATTENED-FIELDS RC-T-VALUES-IN-APPEARANCES RC-V-CLIPPING RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF RC-V-SHEET-PANELS-IDENTICAL,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-CURRENTNESS-UNVERIFIED RC-T-FACTORY-PROVENANCE RC-T-OBJECT-STREAMS RC-T-UNFLATTENED-FIELDS RC-T-VALUES-IN-APPEARANCES RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF RC-V-SHEET-PANELS-IDENTICAL,RC-V-CLIPPING,false,true,false,0,"Correcting this asset requires re-rendering it through the current official-form factory, and the verified source binary (SHA-256 776210116d1ee07a2a53aab41cd3f0a51e382fd3c6f5a7bba9798fc667246a08) is not present in this clone. The factory renders from the binary; there is nothing to render from.","Retrieve the current official NC AOC-CR-288 binary from its issuing body, record its URL, retrieval timestamp, publisher, edition date, byte length and SHA-256, and place it at the path its source record pins. Nothing downstream can proceed without those bytes.",HELD
NC,AOC-CR-288,AOC-CR-288 Instructions,false,B,official_source_acquisition_required,active_track,nc_146_acquittal_petition,bound_to_tracks_by_the_committed_relationships,,,guidance_only,flat_overlay,false,,false,false,true,true,false,https://www.nccourts.gov/documents/forms/petition-and-order-of-expunction-under-gs-15a-146a2-not-guilty-or-not-responsible-instructions-for-petition-and-order-of-expunction-under-gs-15a-146a2-not-guilty-or-not-responsible,www.nccourts.gov,2026-08-02,REV-2020-12,d2a02cbe61e00c4093b3279d1d208ecf59b8cdc8f1fb7eb25189f8c0f7fc8806,false,,candidate_current_source,false,flat_pdf,0,false,no rendered artifact to judge,,currentness_unverified flat_overlay_geometry_or_readback held_on_source_or_design never_independently_approved stale_contact_sheet_manifest_or_review_evidence,medium,contained_by_terminal_treatment,Roger (official source acquisition),never_independently_reviewed,official_source_required,"The verified source binary is unavailable, so nothing downstream can be attempted.",2,,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-CURRENTNESS-UNVERIFIED RC-T-FLAT-GEOMETRY RC-V-NO-SHEET-PRODUCED,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-CURRENTNESS-UNVERIFIED RC-V-NO-SHEET-PRODUCED,RC-T-FLAT-GEOMETRY,false,true,false,0,"Correcting this asset requires re-rendering it through the current official-form factory, and the verified source binary (SHA-256 d2a02cbe61e00c4093b3279d1d208ecf59b8cdc8f1fb7eb25189f8c0f7fc8806) is not present in this clone. The factory renders from the binary; there is nothing to render from.","Retrieve the current official NC AOC-CR-288 binary from its issuing body, record its URL, retrieval timestamp, publisher, edition date, byte length and SHA-256, and place it at the path its source record pins. Nothing downstream can proceed without those bytes.",HELD
NC,AOC-CR-296,AOC-CR-296 Petition and Order of Expunction,false,B,official_source_acquisition_required,active_track,nc_146_acquittal_petition,bound_to_tracks_by_the_committed_relationships,,,guidance_only,acroform_fill,false,,false,false,true,true,false,,,2026-08-02,REV-2025-03,48cc30cdc4681822e9be5b8a94e4ca10c07f9dafa67b01b17c78d5cc05cb0f4d,false,,candidate_current_source,false,acroform,126,false,unprovable: object streams hide objects from the residue scan,false,clipped_overlapping_or_misplaced contact_sheet_shows_no_fill currentness_unverified held_on_source_or_design never_independently_approved rendered_artifact_not_byte_inspectable stale_contact_sheet_manifest_or_review_evidence unfinalized_rendered_artifact,high,contained_by_terminal_treatment,Roger (official source acquisition),never_independently_reviewed,certification_unproven,Artifacts exist but cannot be certified: their active-content cleanliness or finalization cannot be established from the committed bytes.,2,,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-CURRENTNESS-UNVERIFIED RC-T-FACTORY-PROVENANCE RC-T-OBJECT-STREAMS RC-T-UNFLATTENED-FIELDS RC-T-VALUES-IN-APPEARANCES RC-V-CLIPPING RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF RC-V-SHEET-PANELS-IDENTICAL,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-CURRENTNESS-UNVERIFIED RC-T-FACTORY-PROVENANCE RC-T-OBJECT-STREAMS RC-T-UNFLATTENED-FIELDS RC-T-VALUES-IN-APPEARANCES RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF RC-V-SHEET-PANELS-IDENTICAL,RC-V-CLIPPING,false,true,false,0,"Correcting this asset requires re-rendering it through the current official-form factory, and the verified source binary (SHA-256 48cc30cdc4681822e9be5b8a94e4ca10c07f9dafa67b01b17c78d5cc05cb0f4d) is not present in this clone. The factory renders from the binary; there is nothing to render from.","Retrieve the current official NC AOC-CR-296 binary from its issuing body, record its URL, retrieval timestamp, publisher, edition date, byte length and SHA-256, and place it at the path its source record pins. Nothing downstream can proceed without those bytes.",HELD
NC,AOC-CR-297,AOC-CR-297 Instructions,false,B,official_source_acquisition_required,active_track,nc_145_5_felony,bound_to_tracks_by_the_committed_relationships,,,guidance_only,flat_overlay,false,,false,false,true,true,false,https://www.nccourts.gov/documents/forms/petition-and-order-of-expunction-under-gs-15a-1455-nonviolent-felonyies-instructions-for-petition-and-order-of-expunction-under-gs-15a-1455-nonviolent-felonyies,www.nccourts.gov,2026-08-02,REV-2025-06,689301e080796f9c0c9e8f15c5cd055a47b40034ab58f1fc7b91ab1143f8a484,false,,candidate_current_source,false,flat_pdf,0,false,no rendered artifact to judge,,currentness_unverified flat_overlay_geometry_or_readback held_on_source_or_design never_independently_approved stale_contact_sheet_manifest_or_review_evidence,medium,contained_by_terminal_treatment,Roger (official source acquisition),never_independently_reviewed,official_source_required,"The verified source binary is unavailable, so nothing downstream can be attempted.",2,,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-CURRENTNESS-UNVERIFIED RC-T-FLAT-GEOMETRY RC-V-NO-SHEET-PRODUCED,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-CURRENTNESS-UNVERIFIED RC-V-NO-SHEET-PRODUCED,RC-T-FLAT-GEOMETRY,false,true,false,0,"Correcting this asset requires re-rendering it through the current official-form factory, and the verified source binary (SHA-256 689301e080796f9c0c9e8f15c5cd055a47b40034ab58f1fc7b91ab1143f8a484) is not present in this clone. The factory renders from the binary; there is nothing to render from.","Retrieve the current official NC AOC-CR-297 binary from its issuing body, record its URL, retrieval timestamp, publisher, edition date, byte length and SHA-256, and place it at the path its source record pins. Nothing downstream can proceed without those bytes.",HELD
NC,AOC-CR-297,AOC-CR-297 Petition and Order of Expunction,false,B,official_source_acquisition_required,active_track,nc_145_5_felony,bound_to_tracks_by_the_committed_relationships,,,guidance_only,acroform_fill,false,,false,false,true,true,false,https://www.nccourts.gov/documents/forms/petition-and-order-of-expunction-under-gs-15a-1455-nonviolent-misdemeanors-instructions-for-petition-and-order-of-expunction-under-gs-15a-1455-nonviolent-misdemeanors,www.nccourts.gov,2026-08-02,REV-2025-06,99c17942a23c80d4e6e66615bc0dca5630fbfe5c5982540cc577da8d89e1eb7c,false,,candidate_current_source,false,acroform,110,false,unprovable: object streams hide objects from the residue scan,false,clipped_overlapping_or_misplaced contact_sheet_shows_no_fill currentness_unverified held_on_source_or_design never_independently_approved rendered_artifact_not_byte_inspectable stale_contact_sheet_manifest_or_review_evidence unfinalized_rendered_artifact,high,contained_by_terminal_treatment,Roger (official source acquisition),never_independently_reviewed,certification_unproven,Artifacts exist but cannot be certified: their active-content cleanliness or finalization cannot be established from the committed bytes.,2,,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-CURRENTNESS-UNVERIFIED RC-T-FACTORY-PROVENANCE RC-T-OBJECT-STREAMS RC-T-UNFLATTENED-FIELDS RC-T-VALUES-IN-APPEARANCES RC-V-CLIPPING RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF RC-V-SHEET-PANELS-IDENTICAL,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-CURRENTNESS-UNVERIFIED RC-T-FACTORY-PROVENANCE RC-T-OBJECT-STREAMS RC-T-UNFLATTENED-FIELDS RC-T-VALUES-IN-APPEARANCES RC-V-SHEET-FROM-UNFINALIZED-SOURCE RC-V-SHEET-NO-VISIBILITY-PROOF RC-V-SHEET-PANELS-IDENTICAL,RC-V-CLIPPING,false,true,false,0,"Correcting this asset requires re-rendering it through the current official-form factory, and the verified source binary (SHA-256 99c17942a23c80d4e6e66615bc0dca5630fbfe5c5982540cc577da8d89e1eb7c) is not present in this clone. The factory renders from the binary; there is nothing to render from.","Retrieve the current official NC AOC-CR-297 binary from its issuing body, record its URL, retrieval timestamp, publisher, edition date, byte length and SHA-256, and place it at the path its source record pins. Nothing downstream can proceed without those bytes.",HELD
NC,AOC-CR-298,AOC-CR-298 Instructions,false,B,official_source_acquisition_required,active_track,nc_145_5_misdemeanor,bound_to_tracks_by_the_committed_relationships,,,exact_supported_deferral,flat_overlay,false,exact_supported_deferral,false,false,true,true,false,https://www.nccourts.gov/documents/forms/petition-and-order-of-expunction-under-gs-15a-1455-nonviolent-misdemeanors-instructions-for-petition-and-order-of-expunction-under-gs-15a-1455-nonviolent-misdemeanors,www.nccourts.gov,2026-08-02,REV-2025-07,5d648de001ff725135f8b83eb38a8c45fc5001ae2dd1d2edb2e6e34044117d5c,false,,candidate_current_source,false,flat_pdf,0,false,no rendered artifact to judge,,currentness_unverified flat_overlay_geometry_or_readback held_on_source_or_design never_independently_approved stale_contact_sheet_manifest_or_review_evidence,medium,contained_by_terminal_treatment,Roger (official source acquisition),never_independently_reviewed,official_source_required,"The verified source binary is unavailable, so nothing downstream can be attempted.",2,,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-CURRENTNESS-UNVERIFIED RC-T-FLAT-GEOMETRY RC-V-NO-SHEET-PRODUCED,RC-G-GENERATION-NOT-ALLOWED RC-G-NO-INDEPENDENT-TECHNICAL-APPROVAL RC-G-PRODUCTION-HOLD RC-S-CURRENTNESS-UNVERIFIED RC-V-NO-SHEET-PRODUCED,RC-T-FLAT-GEOMETRY,false,true,false,0,"Correcting this asset requires re-rendering it through the current official-form factory, and the verified source binary (SHA-256 5d648de001ff725135f8b83eb38a8c45fc5001ae2dd1d2edb2e6e34044117d5c) is not present in this clone. The factory renders from the binary; there is nothing to render from.","Retrieve the current official NC AOC-CR-298 binary from its issuing body, record its URL, retrieval timestamp, publisher, edition date, byte length and SHA-256, and place it at the path its source record pins. Nothing downstream can proceed without those bytes.",HELD
